name,address,lat,lon,note,google_maps_url,feature_id,kg_id,added_by,list_title,list_id,emoji,category,status,source_lists,source_list_ids,tourism_tier,drop_reason
Art & Wine Studios and Apts,"Zinonos Kitieos 120, Street 6022, Cyprus",34.9133174,33.6362606,,https://www.google.com/maps?ftid=0x14e082a3c7e4e873:0x825fef9a50d04fbf,0x14e082a3c7e4e873:0x825fef9a50d04fbf,/g/11g9jhqrn6,Zach J.,Cyprus Places,op1yFHMtopjnsWL6BEbTl-cVqS5sDg,🎨,art,visited,Cyprus Places,op1yFHMtopjnsWL6BEbTl-cVqS5sDg,core,
Art-o-mat,,36.109873,-115.17371809999999,,https://www.google.com/maps?ftid=0x80c8c56446acf641:0xb2f436d9e69601a7,0x80c8c56446acf641:0xb2f436d9e69601a7,,Zach J.,Las Vegas & Beyond,s8jsj3Ck0g54qiNSl6LBxHqr130VlA,🎨,art,visited,Las Vegas & Beyond,s8jsj3Ck0g54qiNSl6LBxHqr130VlA,core,
Bangkok Art and Culture Centre,"939 Rama I Rd, Wang Mai, Pathum Wan, Bangkok 10330",13.746737,100.53021659999999,,https://www.google.com/maps?ftid=0x30e29ecd506f6c7d:0x1ed0028ba796150b,0x30e29ecd506f6c7d:0x1ed0028ba796150b,/m/043rs1m,Zach J.,Thailand Places,8ZLYjtP28NdeHaxAFNWuqLewhbemIw,🎨,art,visited,Thailand Places,8ZLYjtP28NdeHaxAFNWuqLewhbemIw,core,
"Banksy ""Hammer Boy"" Mural","233 W 79th St, New York, NY 10024, United States",40.7837592,-73.979471,,https://www.google.com/maps?ftid=0x89c258888656e423:0x7a697d04e7f14b7d,0x89c258888656e423:0x7a697d04e7f14b7d,/g/11bwfk4dsw,Zach J.,"New York, New York",m7FS_hkzSJJEPgD5o0716tZ4PbE9XQ,🎨,art,visited,"New York, New York",m7FS_hkzSJJEPgD5o0716tZ4PbE9XQ,core,
Juno DJ & Studio,"9 Greenland St, London NW1 0ND, United Kingdom",51.538255,-0.141252,For audio equipment,https://www.google.com/maps?ftid=0x48761ae02a7bda09:0xa4d2a726fe32936b,0x48761ae02a7bda09:0xa4d2a726fe32936b,/g/1hdzx0ds9,Zach J.,London (The British One),Dc1pjbzURxS4lLc15TJmfg,🎨,art,visited,London (The British One),Dc1pjbzURxS4lLc15TJmfg,core,
"Mural ""Now Freedom"" by Paint Hunters","Produkty, Ihorivska St, ул., 16, Kyiv, Ukraine, 01001",50.4611885,30.5247486,,https://www.google.com/maps?ftid=0x40d4cf00085c4fb9:0x6fcfd2a7757e66a7,0x40d4cf00085c4fb9:0x6fcfd2a7757e66a7,/g/11vz8zdt74,Zach J.,Ukraine Places,rtZlzg3DJ3HuV0pqVKIPqr7kz2er6A,🎨,art,visited,Ukraine Places,rtZlzg3DJ3HuV0pqVKIPqr7kz2er6A,core,
"Mural - Ludwik Zamenhof, Esperanto","Ludwika Zamenhofa 26, 15-435 Białystok, Poland",53.1347713,23.161165099999998,Esperanto mural where Ludwig used to live.,https://www.google.com/maps?ftid=0x471ffc1b0e84aa71:0xbb3d76bee3178cca,0x471ffc1b0e84aa71:0xbb3d76bee3178cca,/g/11d_d5mjsc,Zach J.,Poland Places,rJiYI8AwTOeCZ372vYFwILDmTQWZ1w,🎨,art,visited,Poland Places,rJiYI8AwTOeCZ372vYFwILDmTQWZ1w,core,
The Art Institute of Chicago,"111 S Michigan Ave, Chicago, IL 60603, United States",41.8796031,-87.6223504,,https://www.google.com/maps?ftid=0x880e2ca3e2d94695:0x4829f3cc9ca2d0de,0x880e2ca3e2d94695:0x4829f3cc9ca2d0de,/m/027hqc_,Zach J.,Illinois Places,jvmK2Q-VUEhCXxu8GrJbdro33fvGTw,🎨,art,visited,Illinois Places,jvmK2Q-VUEhCXxu8GrJbdro33fvGTw,core,
"The Official Simpsons Mural, Springfield Oregon","500 Main St, Springfield, OR 97477, United States",44.046461099999995,-123.01946009999999,Cue the music.,https://www.google.com/maps?ftid=0x54c0e173241245c9:0xd09a434606a23a46,0x54c0e173241245c9:0xd09a434606a23a46,/g/11h6sy4x2v,Zach J.,O-re-going Places,uPOFXqj2oXs8EjysOzM2PTCFTrpdog,🎨,art,visited,O-re-going Places,uPOFXqj2oXs8EjysOzM2PTCFTrpdog,core,
Beach Mall,"1971 Queen St E, Toronto, ON M4L 1H9",43.6696739,-79.30124769999999,Retro mall,https://www.google.com/maps?ftid=0x89d4cbf803682b51:0xcda7de6c012ba975,0x89d4cbf803682b51:0xcda7de6c012ba975,/g/11c209nttv,Zach J.,Churono,_Goa88wVSLuG5ntawKc2cw,🏖️,beach,visited,Churono,_Goa88wVSLuG5ntawKc2cw,core,
Cove House,"8030 Girard Ave, La Jolla, CA 92037, United States",32.8484164,-117.2745171,Get the burger.,https://www.google.com/maps?ftid=0x80dc032a93802145:0xa7262764d2da672e,0x80dc032a93802145:0xa7262764d2da672e,/g/11h6r4_67f,Zach J.,California Places,aTaCY8tke-6jFT8XQ0SVYBXQZ4k60Q,🏖️,beach,visited,California Places,aTaCY8tke-6jFT8XQ0SVYBXQZ4k60Q,core,
English Bay Beach,"Beach Ave, Vancouver, BC V6C 3C1",49.286311399999995,-123.1434865,,https://www.google.com/maps?ftid=0x5486722f68e4acf3:0x2e8b93c8034168e0,0x5486722f68e4acf3:0x2e8b93c8034168e0,/g/1234cz5tk,Zach J.,BC Places,J-HTPTrrRB2hdSQ_jx2gvA,🏖️,beach,visited,BC Places,J-HTPTrrRB2hdSQ_jx2gvA,core,
Gwangalli Beach,"Gwangalli Beach, Busan",35.1531696,129.118666,,https://www.google.com/maps?ftid=0x3568ed2f27c70ec7:0xff6df0e14d9216fb,0x3568ed2f27c70ec7:0xff6df0e14d9216fb,/m/03hp9yc,Zach J.,South Korea Places,eq-jX2C0L9Am26jRVNLfIlkd0WnWLw,🏖️,beach,visited,South Korea Places,eq-jX2C0L9Am26jRVNLfIlkd0WnWLw,core,
Juno Beach,"Juno Beach, France",49.3357502,-0.4525844,Canadain D-Day landings,https://www.google.com/maps?ftid=0x480a58c8ce54c08d:0xd3f21873403f5a7b,0x480a58c8ce54c08d:0xd3f21873403f5a7b,/m/0gc66,Zach J.,France,1a9PFoaE6QmGPm2JEsIX4DjQqMe7dQ,🏖️,beach,visited,France,1a9PFoaE6QmGPm2JEsIX4DjQqMe7dQ,core,
Juno Beach Centre,"Voie des Français Libres, 14470 Courseulles-sur-Mer, France",49.33647,-0.461667,,https://www.google.com/maps?ftid=0x480a58eed01fe9a7:0x304cfca5d632b1c,0x480a58eed01fe9a7:0x304cfca5d632b1c,/m/07rt4q,Zach J.,France,1a9PFoaE6QmGPm2JEsIX4DjQqMe7dQ,🏖️,beach,visited,France,1a9PFoaE6QmGPm2JEsIX4DjQqMe7dQ,core,
Mackenzie Beach,"Mackenzie Beach, 6028, Cyprus",34.887223,33.6369843,,https://www.google.com/maps?ftid=0x14e082dd196f20af:0x6f185f4e387f2a70,0x14e082dd196f20af:0x6f185f4e387f2a70,/g/1q5blty4y,Zach J.,Cyprus Places,op1yFHMtopjnsWL6BEbTl-cVqS5sDg,🏖️,beach,visited,Cyprus Places,op1yFHMtopjnsWL6BEbTl-cVqS5sDg,core,
Omaha Beach,"Omaha Beach, France",49.3696815,-0.8710842,USA D-Day beach,https://www.google.com/maps?ftid=0x480b08081a97b07b:0x652b44ab64e81d92,0x480b08081a97b07b:0x652b44ab64e81d92,/m/0gc6n,Zach J.,France,1a9PFoaE6QmGPm2JEsIX4DjQqMe7dQ,🏖️,beach,visited,France,1a9PFoaE6QmGPm2JEsIX4DjQqMe7dQ,core,
Pebble Beach,"65 Plymouth St, Brooklyn, NY 11201, United States",40.7043517,-73.99057119999999,,https://www.google.com/maps?ftid=0x89c25b5fa17295ff:0x5077e52991befeff,0x89c25b5fa17295ff:0x5077e52991befeff,/g/11jv279srg,Zach J.,"New York, New York",m7FS_hkzSJJEPgD5o0716tZ4PbE9XQ,🏖️,beach,visited,"New York, New York",m7FS_hkzSJJEPgD5o0716tZ4PbE9XQ,core,
Sea Lion Viewing Area,"Pier 39, San Francisco, CA 94133, United States",37.8107757,-122.411273,,https://www.google.com/maps?ftid=0x808581457d05f3e3:0xf7c49abd1767c373,0x808581457d05f3e3:0xf7c49abd1767c373,/g/11ghnxm9n5,Zach J.,California Places,aTaCY8tke-6jFT8XQ0SVYBXQZ4k60Q,🏖️,beach,visited,California Places,aTaCY8tke-6jFT8XQ0SVYBXQZ4k60Q,core,
Sicamous Public Beach,"110 Finlayson St, Sicamous, BC V0E 2V1",50.8372254,-118.9939521,Best Beach?,https://www.google.com/maps?ftid=0x537ee967d69c792d:0x622bbccf2a80f17c,0x537ee967d69c792d:0x622bbccf2a80f17c,/g/11btyyf4bp,Zach J.,BC Places,J-HTPTrrRB2hdSQ_jx2gvA,🏖️,beach,visited,BC Places,J-HTPTrrRB2hdSQ_jx2gvA,core,
Spanish Banks Beach,"Spanish Banks Beach, Metro Vancouver, BC",49.2764679,-123.21326189999999,,https://www.google.com/maps?ftid=0x5486728d6fbc105d:0x6de6f0c9aa88282d,0x5486728d6fbc105d:0x6de6f0c9aa88282d,/m/0dmr63,Zach J.,BC Places,J-HTPTrrRB2hdSQ_jx2gvA,🏖️,beach,visited,BC Places,J-HTPTrrRB2hdSQ_jx2gvA,core,
Truman Show House,"31 Natchez St, Santa Rosa Beach, FL 32459, United States",30.3214649,-86.14154099999999,The Truman Show house.,https://www.google.com/maps?ftid=0x8893e58a8d83ccd9:0x40bb6880e6952e4,0x8893e58a8d83ccd9:0x40bb6880e6952e4,/g/11q93fvzv5,Zach J.,'Murica Road Trip,D0K89-5vgjBHw6XsSCispo4wxNwsVA,🏖️,beach,visited,'Murica Road Trip,D0K89-5vgjBHw6XsSCispo4wxNwsVA,core,
Woodbine Beach,"1675 Lake Shore Blvd E, Toronto, ON M4L 3W6, Canada",43.6618414,-79.30707799999999,Beach.,https://www.google.com/maps?ftid=0x89d4cbf1b403037f:0x7e1c4a7ac9e90b29,0x89d4cbf1b403037f:0x7e1c4a7ac9e90b29,,Zach J.,Toronto Photography,EBdYtSZKT2SzsVOBUpVjfw,🏖️,beach,visited,Toronto Photography,EBdYtSZKT2SzsVOBUpVjfw,core,
Wreck Beach,"Wreck Beach, SW Marine Dr, Vancouver, BC V6T 1Z4",49.2621955,-123.26151829999999,,https://www.google.com/maps?ftid=0x54860d4a8f993a53:0xedbf79877941394b,0x54860d4a8f993a53:0xedbf79877941394b,/m/01qgqs,Zach J.,BC Places,J-HTPTrrRB2hdSQ_jx2gvA,🏖️,beach,visited,BC Places,J-HTPTrrRB2hdSQ_jx2gvA,core,
Backroom Comedy Club,"814 Bloor St W Basement Unit, Toronto, ON M6G 1L9",43.6627856,-79.4228201,,https://www.google.com/maps?ftid=0x882b353e7b87159b:0xb7c2b4b454e3f394,0x882b353e7b87159b:0xb7c2b4b454e3f394,/g/11pd14_j55,Zach J.,Churono,_Goa88wVSLuG5ntawKc2cw,🎭,culture,visited,Churono,_Goa88wVSLuG5ntawKc2cw,core,
Biltmore Cabaret,"2755 Prince Edward St, Vancouver, BC V5T 0B5",49.2603576,-123.0966414,,https://www.google.com/maps?ftid=0x548673e27d3a1579:0xf4af23569b0939b8,0x548673e27d3a1579:0xf4af23569b0939b8,/m/0k1p351,Zach J.,BC Places,J-HTPTrrRB2hdSQ_jx2gvA,🎭,culture,visited,BC Places,J-HTPTrrRB2hdSQ_jx2gvA,core,
Comedy Mothership,"320 E 6th St, Austin, TX 78701, United States",30.267445499999997,-97.73956919999999,,https://www.google.com/maps?ftid=0x8644b5ce1425e7e1:0x9dc5a5690027cdfe,0x8644b5ce1425e7e1:0x9dc5a5690027cdfe,/g/11jzfbl7rq,Zach J.,Texas,1S_gekS-v4RZuZLaRNwLRkv_EUSNYw,🎭,culture,visited,Texas,1S_gekS-v4RZuZLaRNwLRkv_EUSNYw,core,
Ford's Theatre,"511 10th St NW, Washington, DC 20004, United States",38.8966765,-77.0255908,,https://www.google.com/maps?ftid=0x89b7b790e8750be5:0x22fe30b6ecb8434e,0x89b7b790e8750be5:0x22fe30b6ecb8434e,/m/024qm6,Zach J.,Washington DC Places | 'Murica Road Trip,LcNB3Ku1niTAsy0qH-HKT1v9d_odjw | D0K89-5vgjBHw6XsSCispo4wxNwsVA,🎭,culture,visited,Washington DC Places | 'Murica Road Trip,LcNB3Ku1niTAsy0qH-HKT1v9d_odjw | D0K89-5vgjBHw6XsSCispo4wxNwsVA,core,
Lviv National Opera,"Svobody Ave, 28, Lviv, Lviv Oblast, Ukraine, 79000",49.8440167,24.026212299999997,,https://www.google.com/maps?ftid=0x473add72f9bc6a89:0xf9783fecb4fecf1f,0x473add72f9bc6a89:0xf9783fecb4fecf1f,/m/0gmb79,Zach J.,Ukraine Places,rtZlzg3DJ3HuV0pqVKIPqr7kz2er6A,🎭,culture,visited,Ukraine Places,rtZlzg3DJ3HuV0pqVKIPqr7kz2er6A,core,
The Comedy Store,"8433 Sunset Blvd, West Hollywood, CA 90069, United States",34.0951544,-118.3738965,,https://www.google.com/maps?ftid=0x80c2bebe69cbb083:0x90c46ef49c64251f,0x80c2bebe69cbb083:0x90c46ef49c64251f,/m/023g_w,Zach J.,California Places,aTaCY8tke-6jFT8XQ0SVYBXQZ4k60Q,🎭,culture,visited,California Places,aTaCY8tke-6jFT8XQ0SVYBXQZ4k60Q,core,
Underground Comedy,"2477 18th St NW, Washington, DC 20009, United States",38.9224324,-77.0422586,,https://www.google.com/maps?ftid=0x89b7b7c7a16ca6b7:0x202635a546ca403c,0x89b7b7c7a16ca6b7:0x202635a546ca403c,/g/11bzsfcyzk,Zach J.,Washington DC Places,LcNB3Ku1niTAsy0qH-HKT1v9d_odjw,🎭,culture,visited,Washington DC Places,LcNB3Ku1niTAsy0qH-HKT1v9d_odjw,core,
Acropolis of Ancient Amathous,"Acropolis, A1, Agios Tychon 4532, Cyprus",34.7140719,33.1404881,,https://www.google.com/maps?ftid=0x14e0cbb13691476d:0xefd296f59f66f265,0x14e0cbb13691476d:0xefd296f59f66f265,/g/11xt893ts,Zach J.,Cyprus Places,op1yFHMtopjnsWL6BEbTl-cVqS5sDg,🏰,heritage,visited,Cyprus Places,op1yFHMtopjnsWL6BEbTl-cVqS5sDg,core,
Basilica of the Holy Blood,"Burg 13, 8000 Brugge, Belgium",51.2081343,3.2265447999999997,,https://www.google.com/maps?ftid=0x47c350cf8e1421ed:0x543542d38741d758,0x47c350cf8e1421ed:0x543542d38741d758,/m/04cx235,Zach J.,Belgium Places,XyATa3gcf-ULckrVtuXlIrtbkHutzw,🏰,heritage,visited,Belgium Places,XyATa3gcf-ULckrVtuXlIrtbkHutzw,core,
Belvedere Castle,"New York, NY 10024, United States",40.7794302,-73.9690677,,https://www.google.com/maps?ftid=0x89c258efe1df7c15:0x88efe22fb72978b5,0x89c258efe1df7c15:0x88efe22fb72978b5,/m/06vrb9,Zach J.,"New York, New York",m7FS_hkzSJJEPgD5o0716tZ4PbE9XQ,🏰,heritage,visited,"New York, New York",m7FS_hkzSJJEPgD5o0716tZ4PbE9XQ,core,
Berlin Cathedral,,52.5190608,13.401078,"Architecture, great views from the top.",https://www.google.com/maps?ftid=0x47a851def3c2d14b:0x780e68d5b02f8afc,0x47a851def3c2d14b:0x780e68d5b02f8afc,,Zach J.,Deutschland Places,_xr3THKc69o0Q1Jj4xw49b6So0Yt2Q,🏰,heritage,visited,Deutschland Places,_xr3THKc69o0Q1Jj4xw49b6So0Yt2Q,core,
Bernardine monastery,"Soborna Square, 1, Lviv, Lviv Oblast, Ukraine, 79000",49.839508699999996,24.0344946,,https://www.google.com/maps?ftid=0x473add6c1cf1bd15:0xf98d031cfb204a67,0x473add6c1cf1bd15:0xf98d031cfb204a67,/m/03c60hc,Zach J.,Ukraine Places,rtZlzg3DJ3HuV0pqVKIPqr7kz2er6A,🏰,heritage,visited,Ukraine Places,rtZlzg3DJ3HuV0pqVKIPqr7kz2er6A,core,
Best View Of Limassol,"P46R+P57 to Acropolis, Trail, Agios Tychon 4532, Cyprus",34.7117952,33.1404125,,https://www.google.com/maps?ftid=0x14e0cbb884d743e1:0x5b53b8bc8e82729b,0x14e0cbb884d743e1:0x5b53b8bc8e82729b,/g/11p4cztjf8,Zach J.,Cyprus Places,op1yFHMtopjnsWL6BEbTl-cVqS5sDg,🏰,heritage,visited,Cyprus Places,op1yFHMtopjnsWL6BEbTl-cVqS5sDg,core,
Blarney Castle & Gardens(Gairdíní Chaisleán na Blarnan),"Monacnapa, Blarney, Co. Cork, T23 Y598, Ireland",51.9290922,-8.570884699999999,Kiss the rock.,https://www.google.com/maps?ftid=0x4844903d38df44b7:0xafb7c3638c8b47c8,0x4844903d38df44b7:0xafb7c3638c8b47c8,/m/03yssf,Zach J.,Ireland,PZ1939FGYznLJLfbw23DtttFpkZvgg,🏰,heritage,visited,Ireland,PZ1939FGYznLJLfbw23DtttFpkZvgg,core,
Buc-ee's,"4155 N General Bruce Dr, Temple, TX 76501, United States",31.136175299999998,-97.328867,,https://www.google.com/maps?ftid=0x86456c229777dd6d:0xf24fda15f88bbe46,0x86456c229777dd6d:0xf24fda15f88bbe46,/g/11bvt7js0b,Zach J.,Texas,1S_gekS-v4RZuZLaRNwLRkv_EUSNYw,🏰,heritage,visited,Texas,1S_gekS-v4RZuZLaRNwLRkv_EUSNYw,core,
Buckingham Palace,,51.501363999999995,-0.14189,,https://www.google.com/maps?ftid=0x48760520cd5b5eb5:0xa26abf514d902a7,0x48760520cd5b5eb5:0xa26abf514d902a7,,Zach J.,London (The British One),Dc1pjbzURxS4lLc15TJmfg,🏰,heritage,visited,London (The British One),Dc1pjbzURxS4lLc15TJmfg,core,
Buddhapadipa Temple,"14 Calonne Rd, London SW19 5HJ, United Kingdom",51.4307479,-0.22050109999999998,,https://www.google.com/maps?ftid=0x48760f32d6a84e4f:0xd7af17706959dfab,0x48760f32d6a84e4f:0xd7af17706959dfab,/m/05p8gy,Zach J.,London (The British One),Dc1pjbzURxS4lLc15TJmfg,🏰,heritage,visited,London (The British One),Dc1pjbzURxS4lLc15TJmfg,core,
California State Capitol Park,"1300 L St, Sacramento, CA 95814, United States",38.5759282,-121.4907022,,https://www.google.com/maps?ftid=0x809ad0d8051652b9:0x48c5869114419f0f,0x809ad0d8051652b9:0x48c5869114419f0f,/g/11g6xdxkq2,Zach J.,California Places,aTaCY8tke-6jFT8XQ0SVYBXQZ4k60Q,🏰,heritage,visited,California Places,aTaCY8tke-6jFT8XQ0SVYBXQZ4k60Q,core,
Cathedral of Junk,"4422 Lareina Dr, Austin, TX 78745, United States",30.2186515,-97.77152509999999,Ask for permission,https://www.google.com/maps?ftid=0x8644b4bae201aad3:0xb1eebde07830e720,0x8644b4bae201aad3:0xb1eebde07830e720,/m/055p3fc,Zach J.,Texas,1S_gekS-v4RZuZLaRNwLRkv_EUSNYw,🏰,heritage,visited,Texas,1S_gekS-v4RZuZLaRNwLRkv_EUSNYw,core,
Cathedral of St Bavo,,52.376642,4.6221687,,https://www.google.com/maps?ftid=0x47c5eff37a16037b:0x92e287fde299bf53,0x47c5eff37a16037b:0x92e287fde299bf53,,Zach J.,Netherlands Places,uUJAjJl3UL4Vb2neQptAbAc1dIoemQ,🏰,heritage,visited,Netherlands Places,uUJAjJl3UL4Vb2neQptAbAc1dIoemQ,core,
Chicago Temple Building,"77 W Washington St, Chicago, IL 60602",41.8828441,-87.6306295,,https://www.google.com/maps?ftid=0x880e2cbb0273244d:0x98d0bed63240bed0,0x880e2cbb0273244d:0x98d0bed63240bed0,,Zach J.,Illinois Places,jvmK2Q-VUEhCXxu8GrJbdro33fvGTw,🏰,heritage,visited,Illinois Places,jvmK2Q-VUEhCXxu8GrJbdro33fvGTw,core,
Church of Our Lady Bruges,,51.20469,3.2244474,,https://www.google.com/maps?ftid=0x47c350db31529235:0x1d48281fb46c9deb,0x47c350db31529235:0x1d48281fb46c9deb,,Zach J.,Belgium Places,XyATa3gcf-ULckrVtuXlIrtbkHutzw,🏰,heritage,visited,Belgium Places,XyATa3gcf-ULckrVtuXlIrtbkHutzw,core,
Church of Saint-Germain-des-Prés,"3 Pl. Saint-Germain des Prés, 75006 Paris, France",48.8540006,2.3337261,Yaseem Khan artist should be close by.,https://www.google.com/maps?ftid=0x47e671d84abf861d:0xba5dcb79a774aad5,0x47e671d84abf861d:0xba5dcb79a774aad5,/m/09jy90,Zach J.,France,1a9PFoaE6QmGPm2JEsIX4DjQqMe7dQ,🏰,heritage,visited,France,1a9PFoaE6QmGPm2JEsIX4DjQqMe7dQ,core,
Church of Scientology of Sacramento,"1007 6th St, Sacramento, CA 95814, United States",38.581539299999996,-121.4986309,Lul,https://www.google.com/maps?ftid=0x809ad0d72d3bf159:0x1c10d418c83e84ff,0x809ad0d72d3bf159:0x1c10d418c83e84ff,/g/1tfl9xmw,Zach J.,California Places,aTaCY8tke-6jFT8XQ0SVYBXQZ4k60Q,🏰,heritage,visited,California Places,aTaCY8tke-6jFT8XQ0SVYBXQZ4k60Q,core,
Craigievar Castle,"Craigievar, Alford AB33 8JF, United Kingdom",57.1741707,-2.7180261999999997,,https://www.google.com/maps?ftid=0x488436a7eecac84d:0xa426d6923500e01a,0x488436a7eecac84d:0xa426d6923500e01a,/m/02y4xq,Zach J.,Land of Scots,nrpv0PI_5p-7UBIdU0S_VRRVZzdshQ,🏰,heritage,visited,Land of Scots,nrpv0PI_5p-7UBIdU0S_VRRVZzdshQ,core,
Crathes Castle,"Crathes, Banchory AB31 5QJ, United Kingdom",57.061518899999996,-2.4399539999999997,,https://www.google.com/maps?ftid=0x488423470e332cc1:0x7cf22fdae970c292,0x488423470e332cc1:0x7cf22fdae970c292,/m/02y4wb,Zach J.,Land of Scots,nrpv0PI_5p-7UBIdU0S_VRRVZzdshQ,🏰,heritage,visited,Land of Scots,nrpv0PI_5p-7UBIdU0S_VRRVZzdshQ,core,
Deseret Book,"45 W S Temple St, Salt Lake City, UT 84101, United States",40.769083599999995,-111.8924107,,https://www.google.com/maps?ftid=0x8752f508e8607c0f:0xf27143ab360313e1,0x8752f508e8607c0f:0xf27143ab360313e1,/g/1tfzmtqt,Zach J.,Utah Places,yxf29Fw1SnujpoH_zKcqAA,🏰,heritage,visited,Utah Places,yxf29Fw1SnujpoH_zKcqAA,core,
Dublin Castle,"Dame St, Dublin 2, Ireland",53.342886099999994,-6.2674284,,https://www.google.com/maps?ftid=0x48670e873566ff89:0x50fcdf6c0e15686,0x48670e873566ff89:0x50fcdf6c0e15686,/m/012yc4,Zach J.,Ireland,PZ1939FGYznLJLfbw23DtttFpkZvgg,🏰,heritage,visited,Ireland,PZ1939FGYznLJLfbw23DtttFpkZvgg,core,
Dunnottar Castle,"Stonehaven AB39 2TL, United Kingdom",56.9461156,-2.1970992,,https://www.google.com/maps?ftid=0x48841dccba3e4305:0x57f4ae58b40d9895,0x48841dccba3e4305:0x57f4ae58b40d9895,/m/02w6x8,Zach J.,Land of Scots,nrpv0PI_5p-7UBIdU0S_VRRVZzdshQ,🏰,heritage,visited,Land of Scots,nrpv0PI_5p-7UBIdU0S_VRRVZzdshQ,core,
FamilySearch Library,"35 N W Temple St, Salt Lake City, UT 84150, United States",40.770438,-111.89483299999999,,https://www.google.com/maps?ftid=0x8752f507bbd8f4bd:0xb33c908e25b93d11,0x8752f507bbd8f4bd:0xb33c908e25b93d11,/m/01d19z,Zach J.,Utah Places,yxf29Fw1SnujpoH_zKcqAA,🏰,heritage,visited,Utah Places,yxf29Fw1SnujpoH_zKcqAA,core,
"Fort 17 ""Luneta Grzegórzecka"" - Twierdza Kraków","Skrzatów 2, Kraków, Poland",50.0548369,19.9684079,WWII ruins.,https://www.google.com/maps?ftid=0x47165b3128b103f3:0x9ebb5e5749f236d4,0x47165b3128b103f3:0x9ebb5e5749f236d4,/g/11fzd10z0v,Zach J.,Poland Places,rJiYI8AwTOeCZ372vYFwILDmTQWZ1w,🏰,heritage,visited,Poland Places,rJiYI8AwTOeCZ372vYFwILDmTQWZ1w,core,
Fort de Souville,"Unnamed Road, 55430 Belleville-sur-Meuse, France",49.186470799999995,5.4396965999999995,,https://www.google.com/maps?ftid=0x47eb1f06b5ba832f:0x2c51a001301fd52,0x47eb1f06b5ba832f:0x2c51a001301fd52,/g/122cntdb,Zach J.,France,1a9PFoaE6QmGPm2JEsIX4DjQqMe7dQ,🏰,heritage,visited,France,1a9PFoaE6QmGPm2JEsIX4DjQqMe7dQ,core,
Fort de Vaux,"D913A, 55400 Douaumont-Vaux, France",49.200415799999995,5.4695976,,https://www.google.com/maps?ftid=0x47eb1fa162b632c7:0xf6758fb509127b60,0x47eb1fa162b632c7:0xf6758fb509127b60,/m/08vjx1,Zach J.,France,1a9PFoaE6QmGPm2JEsIX4DjQqMe7dQ,🏰,heritage,visited,France,1a9PFoaE6QmGPm2JEsIX4DjQqMe7dQ,core,
Fort Douaumont,"55100 Douaumont-Vaux, France",49.216967999999994,5.4387118,,https://www.google.com/maps?ftid=0x47eb1e387651e331:0x8ca03ab75c637586,0x47eb1e387651e331:0x8ca03ab75c637586,/m/09v9wcq,Zach J.,France,1a9PFoaE6QmGPm2JEsIX4DjQqMe7dQ,🏰,heritage,visited,France,1a9PFoaE6QmGPm2JEsIX4DjQqMe7dQ,core,
Fort Worth Stockyards,"131 E Exchange Ave, Fort Worth, TX 76164, United States",32.7892754,-97.34702039999999,,https://www.google.com/maps?ftid=0x864e76a42759fe4d:0x475f2ff64a820fcb,0x864e76a42759fe4d:0x475f2ff64a820fcb,/m/05jzm3,Zach J.,Texas,1S_gekS-v4RZuZLaRNwLRkv_EUSNYw,🏰,heritage,visited,Texas,1S_gekS-v4RZuZLaRNwLRkv_EUSNYw,core,
Fraumünster Church,"Münsterhof 2, 8001 Zürich, Switzerland",47.3697849,8.5408331,,https://www.google.com/maps?ftid=0x47900a00864f7ab7:0xadee790c683facbe,0x47900a00864f7ab7:0xadee790c683facbe,/m/08mhlt,Zach J.,Switzerland Places,OvARGjqcJqUpQGyHwNiftD3eqtby6g,🏰,heritage,visited,Switzerland Places,OvARGjqcJqUpQGyHwNiftD3eqtby6g,core,
General Store & Deli,"500 Capitol Mall STE 130, Sacramento, CA 95814, United States",38.577689,-121.50166399999999,,https://www.google.com/maps?ftid=0x809ad12affffffff:0xc3e3db52913fdf2,0x809ad12affffffff:0xc3e3db52913fdf2,/g/1264mlphq,Zach J.,California Places,aTaCY8tke-6jFT8XQ0SVYBXQZ4k60Q,🏰,heritage,visited,California Places,aTaCY8tke-6jFT8XQ0SVYBXQZ4k60Q,core,
Great Mosque,"Genethliou Mitellla, Limassol 3036, Cyprus",34.6730251,33.0427161,,https://www.google.com/maps?ftid=0x14e73302f1140819:0xb9b7e2612b0852c1,0x14e73302f1140819:0xb9b7e2612b0852c1,/g/11bvtd2y1v,Zach J.,Cyprus Places,op1yFHMtopjnsWL6BEbTl-cVqS5sDg,🏰,heritage,visited,Cyprus Places,op1yFHMtopjnsWL6BEbTl-cVqS5sDg,core,
Gyeongbokgung Palace,"161 Sajik-ro, Jongno District, Seoul",37.579617,126.977041,,https://www.google.com/maps?ftid=0x357ca2c74aeddea1:0x8b3046532cc715f6,0x357ca2c74aeddea1:0x8b3046532cc715f6,/m/02v3t6,Zach J.,South Korea Places,eq-jX2C0L9Am26jRVNLfIlkd0WnWLw,🏰,heritage,visited,South Korea Places,eq-jX2C0L9Am26jRVNLfIlkd0WnWLw,core,
