name,address,lat,lon,note,google_maps_url,feature_id,kg_id,added_by,list_title,list_id,emoji,category,status,source_lists,source_list_ids,tourism_tier,drop_reason
Memorial and Museum Auschwitz II-Birkenau,"Ofiar Faszyzmu 12, 32-600 Brzezinka, Poland",50.0378407,19.173841,,https://www.google.com/maps?ftid=0x47169585b5872e05:0xf380c2159aa1d6a7,0x47169585b5872e05:0xf380c2159aa1d6a7,/g/121jcf5m,Zach J.,Poland Places,rJiYI8AwTOeCZ372vYFwILDmTQWZ1w,🏛️,museum,visited,Poland Places,rJiYI8AwTOeCZ372vYFwILDmTQWZ1w,core,
Memorial and Museum Auschwitz-Birkenau,"Więźniów Oświęcimia 20, 32-603 Oświęcim, Poland",50.029390899999996,19.205494899999998,"WWII death camp. It will take you all day, be prepared.",https://www.google.com/maps?ftid=0x4716be32014dffa1:0xe8e173d6821a53c5,0x4716be32014dffa1:0xe8e173d6821a53c5,/m/05mtdhz,Zach J.,Poland Places,rJiYI8AwTOeCZ372vYFwILDmTQWZ1w,🏛️,museum,visited,Poland Places,rJiYI8AwTOeCZ372vYFwILDmTQWZ1w,core,
Memorial and Museum Sachsenhausen,,52.765903599999994,13.2642223,Sachsenhausen concentration camp.,https://www.google.com/maps?ftid=0x47a84e171929e405:0xceeb9dedb3523122,0x47a84e171929e405:0xceeb9dedb3523122,,Zach J.,Deutschland Places,_xr3THKc69o0Q1Jj4xw49b6So0Yt2Q,🏛️,museum,visited,Deutschland Places,_xr3THKc69o0Q1Jj4xw49b6So0Yt2Q,core,
MONOVA: Museum of North Vancouver,"115 Esplanade W, North Vancouver, BC V7M 0G6",49.3112894,-123.08047619999999,,https://www.google.com/maps?ftid=0x5486715750b80a05:0x8b0a1f2850803ee2,0x5486715750b80a05:0x8b0a1f2850803ee2,/g/11hzpk6ghz,Zach J.,BC Places,J-HTPTrrRB2hdSQ_jx2gvA,🏛️,museum,visited,BC Places,J-HTPTrrRB2hdSQ_jx2gvA,core,
Museum - Sigmund Freud Museum,,48.2186272,16.3630759,,https://www.google.com/maps?ftid=0x476d07bbd806e0e5:0x5fa5f935f7f0ca57,0x476d07bbd806e0e5:0x5fa5f935f7f0ca57,,Zach J.,Austria-ish Places,JW6_PhOiwD9hqDmWcuJh6u67rjwIwA,🏛️,museum,visited,Austria-ish Places,JW6_PhOiwD9hqDmWcuJh6u67rjwIwA,core,
Museum der Illusionen,,48.2096637,16.367079699999998,,https://www.google.com/maps?ftid=0x476d079841a8a7ff:0x65aed2df6ea814d4,0x476d079841a8a7ff:0x65aed2df6ea814d4,,Zach J.,Austria-ish Places,JW6_PhOiwD9hqDmWcuJh6u67rjwIwA,🏛️,museum,visited,Austria-ish Places,JW6_PhOiwD9hqDmWcuJh6u67rjwIwA,core,
Museum Judenplatz,,48.211935499999996,16.3692909,,https://www.google.com/maps?ftid=0x476d07a28cc52ab3:0xc24e99961baea38f,0x476d07a28cc52ab3:0xc24e99961baea38f,,Zach J.,Austria-ish Places,JW6_PhOiwD9hqDmWcuJh6u67rjwIwA,🏛️,museum,visited,Austria-ish Places,JW6_PhOiwD9hqDmWcuJh6u67rjwIwA,core,
Museum Ludwig,"Heinrich-Böll-Platz, 50667 Köln, Germany",50.940853999999995,6.960230999999999,,https://www.google.com/maps?ftid=0x47bf25ba7999aef3:0xfaf4b54772e2b8ef,0x47bf25ba7999aef3:0xfaf4b54772e2b8ef,/m/05q6c5,Zach J.,Deutschland Places,_xr3THKc69o0Q1Jj4xw49b6So0Yt2Q,🏛️,museum,visited,Deutschland Places,_xr3THKc69o0Q1Jj4xw49b6So0Yt2Q,core,
Museum of Anthropology at UBC,"6393 NW Marine Dr, Vancouver, BC V6T 1Z2",49.2695015,-123.2594409,,https://www.google.com/maps?ftid=0x548672b3db30ffad:0xf6711cf4e0ad84e3,0x548672b3db30ffad:0xf6711cf4e0ad84e3,/m/01d5fk,Zach J.,BC Places,J-HTPTrrRB2hdSQ_jx2gvA,🏛️,museum,visited,BC Places,J-HTPTrrRB2hdSQ_jx2gvA,core,
Museum of Armored Weapons,"ul, 3 Pułku Lotniczego 4, 60-421 Poznań, Poland",52.426963699999995,16.847963099999998,,https://www.google.com/maps?ftid=0x470444a21ce69947:0x16fa76d2ec954ef7,0x470444a21ce69947:0x16fa76d2ec954ef7,/m/0jt27d8,Zach J.,Poland Places,rJiYI8AwTOeCZ372vYFwILDmTQWZ1w,🏛️,museum,visited,Poland Places,rJiYI8AwTOeCZ372vYFwILDmTQWZ1w,core,
Museum of Communism,"V Celnici 1031/4, 118 00 Nové Město, Czechia",50.0879687,14.4299825,,https://www.google.com/maps?ftid=0x470b94ecf56168af:0xd1f35324d36d489a,0x470b94ecf56168af:0xd1f35324d36d489a,/m/03mh_z4,Zach J.,Czech Republic Places,5Sbx3FnNAI1ouog5bO7G95yNPypkiA,🏛️,museum,visited,Czech Republic Places,5Sbx3FnNAI1ouog5bO7G95yNPypkiA,core,
Museum of Military History,,48.1842718,16.388935699999998,Cool museum with the car the arch duke was killed in (starting WWI).,https://www.google.com/maps?ftid=0x476da9defa142a25:0xb8fb06d7fed97425,0x476da9defa142a25:0xb8fb06d7fed97425,,Zach J.,Austria-ish Places,JW6_PhOiwD9hqDmWcuJh6u67rjwIwA,🏛️,museum,visited,Austria-ish Places,JW6_PhOiwD9hqDmWcuJh6u67rjwIwA,core,
Museum of Military History,"Olbrichtpl. 2, 01099 Dresden, Germany",51.078526499999995,13.7599555,"Really, really good war museum.",https://www.google.com/maps?ftid=0x4709cf26b5846c63:0x7794eaec0ec61b6c,0x4709cf26b5846c63:0x7794eaec0ec61b6c,/m/0283w4d,Zach J.,Deutschland Places,_xr3THKc69o0Q1Jj4xw49b6So0Yt2Q,🏛️,museum,visited,Deutschland Places,_xr3THKc69o0Q1Jj4xw49b6So0Yt2Q,core,
Museum of Sex,"233 5th Ave, New York, NY 10016, United States",40.7440291,-73.9872529,,https://www.google.com/maps?ftid=0x89c259a642ba4d47:0xa3204d864887bb80,0x89c259a642ba4d47:0xa3204d864887bb80,/m/09sjx5,Zach J.,"New York, New York",m7FS_hkzSJJEPgD5o0716tZ4PbE9XQ,🏛️,museum,visited,"New York, New York",m7FS_hkzSJJEPgD5o0716tZ4PbE9XQ,core,
Museum of the National Struggle,"59F9+F65, Πλ. Αρχιεπισκόπου Κυπριανού, Nicosia 1016, Cyprus",35.173646399999996,33.3681112,,https://www.google.com/maps?ftid=0x14de1743ad528e07:0xd88b73e26c1cc79,0x14de1743ad528e07:0xd88b73e26c1cc79,/g/11g6nby5qn,Zach J.,Cyprus Places,op1yFHMtopjnsWL6BEbTl-cVqS5sDg,🏛️,museum,visited,Cyprus Places,op1yFHMtopjnsWL6BEbTl-cVqS5sDg,core,
Museum of Vancouver,"1100 Chestnut St, Vancouver, BC V6J 3J9",49.2762785,-123.1443726,"Small museum, good for a rainy afternoon",https://www.google.com/maps?ftid=0x5486723337b3941d:0x96132a57ebac6bce,0x5486723337b3941d:0x96132a57ebac6bce,/m/025vtkl,Zach J.,BC Places,J-HTPTrrRB2hdSQ_jx2gvA,🏛️,museum,visited,BC Places,J-HTPTrrRB2hdSQ_jx2gvA,core,
Musée d'Orsay,"1 Rue de la Légion d'Honneur, 75007 Paris, France",48.859961399999996,2.3265614,,https://www.google.com/maps?ftid=0x47e66e2bb630941b:0xd071bd8cb14423d8,0x47e66e2bb630941b:0xd071bd8cb14423d8,/m/0f3b9,Zach J.,France,1a9PFoaE6QmGPm2JEsIX4DjQqMe7dQ,🏛️,museum,visited,France,1a9PFoaE6QmGPm2JEsIX4DjQqMe7dQ,core,
Musée des Arts et Métiers,"60 Rue Réaumur, 75003 Paris, France",48.8660399,2.3556152,Cool museum.,https://www.google.com/maps?ftid=0x47e66e1aa6c84435:0x772045ec563b1de2,0x47e66e1aa6c84435:0x772045ec563b1de2,/m/0281qh,Zach J.,France,1a9PFoaE6QmGPm2JEsIX4DjQqMe7dQ,🏛️,museum,visited,France,1a9PFoaE6QmGPm2JEsIX4DjQqMe7dQ,core,
Musée Mécanique,"Pier 45, San Francisco, CA 94133, United States",37.8093037,-122.4159684,,https://www.google.com/maps?ftid=0x808580e254330009:0xed9aa8b90062eab8,0x808580e254330009:0xed9aa8b90062eab8,/m/09ybm9,Zach J.,California Places,aTaCY8tke-6jFT8XQ0SVYBXQZ4k60Q,🏛️,museum,visited,California Places,aTaCY8tke-6jFT8XQ0SVYBXQZ4k60Q,core,
National Archives Research Center,"700 Pennsylvania Avenue NW, Washington, DC 20408, United States",38.892860999999996,-77.0230716,,https://www.google.com/maps?ftid=0x89b7b79ac3758be7:0xa0cde25ae2b3416a,0x89b7b79ac3758be7:0xa0cde25ae2b3416a,/m/03w726n,Zach J.,Washington DC Places | 'Murica Road Trip,LcNB3Ku1niTAsy0qH-HKT1v9d_odjw | D0K89-5vgjBHw6XsSCispo4wxNwsVA,🏛️,museum,visited,Washington DC Places | 'Murica Road Trip,LcNB3Ku1niTAsy0qH-HKT1v9d_odjw | D0K89-5vgjBHw6XsSCispo4wxNwsVA,core,
National Gallery of Art,"Constitution Ave. NW, Washington, DC 20565, United States",38.891298,-77.019965,,https://www.google.com/maps?ftid=0x89b7b79b3b528c49:0xa8ecd80f2bb2879b,0x89b7b79b3b528c49:0xa8ecd80f2bb2879b,/m/01z_jj,Zach J.,Washington DC Places | 'Murica Road Trip,LcNB3Ku1niTAsy0qH-HKT1v9d_odjw | D0K89-5vgjBHw6XsSCispo4wxNwsVA,🏛️,museum,visited,Washington DC Places | 'Murica Road Trip,LcNB3Ku1niTAsy0qH-HKT1v9d_odjw | D0K89-5vgjBHw6XsSCispo4wxNwsVA,core,
National Print Museum,"Haddington Rd, Dublin, D04 E0C9, Ireland",53.3352766,-6.2353692999999994,,https://www.google.com/maps?ftid=0x48670ebd1ac4a56b:0x9b6e8a470cd9afc5,0x48670ebd1ac4a56b:0x9b6e8a470cd9afc5,/m/0pbps,Zach J.,Ireland,PZ1939FGYznLJLfbw23DtttFpkZvgg,🏛️,museum,visited,Ireland,PZ1939FGYznLJLfbw23DtttFpkZvgg,core,
Natural History Museum,"Cromwell Rd, South Kensington, London SW7 5BD, United Kingdom",51.496714999999995,-0.1763672,,https://www.google.com/maps?ftid=0x48760542e6182f3f:0x7bb7e385c39764c4,0x48760542e6182f3f:0x7bb7e385c39764c4,/m/01t372,Zach J.,London (The British One),Dc1pjbzURxS4lLc15TJmfg,🏛️,museum,visited,London (The British One),Dc1pjbzURxS4lLc15TJmfg,core,
Overlord Museum,"Lotissement Omaha Center, 14710 Colleville-sur-Mer, France",49.347801,-0.8562679999999999,,https://www.google.com/maps?ftid=0x480ba81613e7ea63:0xe1ac4a459c7635e,0x480ba81613e7ea63:0xe1ac4a459c7635e,/g/1pp2vdmg4,Zach J.,France,1a9PFoaE6QmGPm2JEsIX4DjQqMe7dQ,🏛️,museum,visited,France,1a9PFoaE6QmGPm2JEsIX4DjQqMe7dQ,core,
Pacific Pinball Museum,"1510 Webster St, Alameda, CA 94501, United States",37.773801399999996,-122.27663559999999,,https://www.google.com/maps?ftid=0x808f81261d897e11:0x1cd50133849122e,0x808f81261d897e11:0x1cd50133849122e,/m/0j_761t,Zach J.,California Places,aTaCY8tke-6jFT8XQ0SVYBXQZ4k60Q,🏛️,museum,visited,California Places,aTaCY8tke-6jFT8XQ0SVYBXQZ4k60Q,core,
Picasso Museum,"C/ de Montcada, 15-23, 08003 Barcelona, Spain",41.3852706,2.1809472,,https://www.google.com/maps?ftid=0x12a4a2fe99bce26b:0x27011e710700cc63,0x12a4a2fe99bce26b:0x27011e710700cc63,/m/0bdrf9,Zach J.,Spain,9OTD759Vy7eRxRIn4AOrt-0eFJ0TtA,🏛️,museum,visited,Spain,9OTD759Vy7eRxRIn4AOrt-0eFJ0TtA,core,
Polish Army Museum,"al. Jerozolimskie 3, 00-495 Warszawa, Poland",52.263949,21.000537599999998,,https://www.google.com/maps?ftid=0x471eccf77204a52b:0x8caad0fb428f3718,0x471eccf77204a52b:0x8caad0fb428f3718,/m/0g1_zq,Zach J.,Poland Places,rJiYI8AwTOeCZ372vYFwILDmTQWZ1w,🏛️,museum,visited,Poland Places,rJiYI8AwTOeCZ372vYFwILDmTQWZ1w,core,
Popular Art Museum,"Av. Brasília 202, 1400-038 Lisboa, Portugal",38.6937559,-9.2082071,,https://www.google.com/maps?ftid=0xd1ecb69c630539d:0xb3c240306f3e105f,0xd1ecb69c630539d:0xb3c240306f3e105f,/m/0n8_fnv,Zach J.,Portugal Places,PJetNvIfkAY8zDHfGEEQlDLG4G2qyg,🏛️,museum,visited,Portugal Places,PJetNvIfkAY8zDHfGEEQlDLG4G2qyg,core,
Richard Nixon Presidential Library & Museum,"18001 Yorba Linda Blvd, Yorba Linda, CA 92886, United States",33.889508899999996,-117.8193503,,https://www.google.com/maps?ftid=0x80dcd3fcc8c143d1:0xb1ca5e4e2790df26,0x80dcd3fcc8c143d1:0xb1ca5e4e2790df26,/m/0j2rbzb,Zach J.,California Places,aTaCY8tke-6jFT8XQ0SVYBXQZ4k60Q,🏛️,museum,visited,California Places,aTaCY8tke-6jFT8XQ0SVYBXQZ4k60Q,core,
Route 66 Mother Road Museum,"681 N 1st Ave, Barstow, CA 92311, United States",34.9050215,-117.02507639999999,,https://www.google.com/maps?ftid=0x80c47bd6de816b1d:0x24bd9dad08a72b88,0x80c47bd6de816b1d:0x24bd9dad08a72b88,/m/04fcgvl,Zach J.,California Places,aTaCY8tke-6jFT8XQ0SVYBXQZ4k60Q,🏛️,museum,visited,California Places,aTaCY8tke-6jFT8XQ0SVYBXQZ4k60Q,core,
San Francisco Cable Car Museum,"1201 Mason St, San Francisco, CA 94108, United States",37.794625599999996,-122.4115331,,https://www.google.com/maps?ftid=0x808580f2960c5a5f:0xdfcd6cebc1ae9a35,0x808580f2960c5a5f:0xdfcd6cebc1ae9a35,/m/04px9b,Zach J.,California Places,aTaCY8tke-6jFT8XQ0SVYBXQZ4k60Q,🏛️,museum,visited,California Places,aTaCY8tke-6jFT8XQ0SVYBXQZ4k60Q,core,
San Francisco Museum of Modern Art,"151 3rd St, San Francisco, CA 94103, United States",37.7856634,-122.4011185,,https://www.google.com/maps?ftid=0x8085807d623572e7:0xc87ca0dcbc7559fd,0x8085807d623572e7:0xc87ca0dcbc7559fd,/m/012_1t,Zach J.,California Places,aTaCY8tke-6jFT8XQ0SVYBXQZ4k60Q,🏛️,museum,visited,California Places,aTaCY8tke-6jFT8XQ0SVYBXQZ4k60Q,core,
Seattle Art Museum,"1300 1st Ave, Seattle, WA 98101, United States",47.6075253,-122.3379599,,https://www.google.com/maps?ftid=0x54906ab22579184b:0x7b64e8eea04a8dc4,0x54906ab22579184b:0x7b64e8eea04a8dc4,/m/0332j6,Zach J.,Washington Places,WfdnMC3zRI3sfjHBnm_HrYeScehYSA,🏛️,museum,visited,Washington Places,WfdnMC3zRI3sfjHBnm_HrYeScehYSA,core,
Seattle Pinball Museum,"508 Maynard Ave S, Seattle, WA 98104, United States",47.598065,-122.3247852,,https://www.google.com/maps?ftid=0x54906abc593b1fe1:0x6b1488158843421b,0x54906abc593b1fe1:0x6b1488158843421b,/g/1tg2kctd,Zach J.,Washington Places,WfdnMC3zRI3sfjHBnm_HrYeScehYSA,🏛️,museum,visited,Washington Places,WfdnMC3zRI3sfjHBnm_HrYeScehYSA,core,
Shacolas Tower Museum and Observatory,"59C6+MM3, Nicosia 1011, Cyprus",35.1716304,33.3616769,Observation Tower,https://www.google.com/maps?ftid=0x14de175ac6f76473:0xd14d299b5638755b,0x14de175ac6f76473:0xd14d299b5638755b,/g/11cn9598gx,Zach J.,Cyprus Places,op1yFHMtopjnsWL6BEbTl-cVqS5sDg,🏛️,museum,visited,Cyprus Places,op1yFHMtopjnsWL6BEbTl-cVqS5sDg,core,
Sint-Janshospitaal (Museum),,51.2039051,3.2237571,,https://www.google.com/maps?ftid=0x47c350db3bd33d61:0xd0feb95d4036c6e7,0x47c350db3bd33d61:0xd0feb95d4036c6e7,,Zach J.,Belgium Places,XyATa3gcf-ULckrVtuXlIrtbkHutzw,🏛️,museum,visited,Belgium Places,XyATa3gcf-ULckrVtuXlIrtbkHutzw,core,
Smithsonian National Air and Space Museum,"600 Independence Ave SW, Washington, DC 20560, United States",38.8882063,-77.0198164,,https://www.google.com/maps?ftid=0x89b7b7837b262421:0xf8e7c937dd8ce81b,0x89b7b7837b262421:0xf8e7c937dd8ce81b,/m/01gbmc,Zach J.,Washington DC Places,LcNB3Ku1niTAsy0qH-HKT1v9d_odjw,🏛️,museum,visited,Washington DC Places,LcNB3Ku1niTAsy0qH-HKT1v9d_odjw,core,
Smithsonian National Museum of American History,"1300 Constitution Ave. NW, Washington, DC 20560, United States",38.8912793,-77.03005089999999,,https://www.google.com/maps?ftid=0x89b7b798ecb5b2c7:0x32b2170679e71dea,0x89b7b798ecb5b2c7:0x32b2170679e71dea,/m/033xkz,Zach J.,Washington DC Places,LcNB3Ku1niTAsy0qH-HKT1v9d_odjw,🏛️,museum,visited,Washington DC Places,LcNB3Ku1niTAsy0qH-HKT1v9d_odjw,core,
Smithsonian's National Air and Space Museum,"Steven F. Udvar-Hazy Center, 14390 Air and Space Museum Pkwy, Chantilly, VA 20151, United States",38.9109189,-77.44420749999999,,https://www.google.com/maps?ftid=0x89b646eb32642073:0xb15e71e7680ccaa8,0x89b646eb32642073:0xb15e71e7680ccaa8,/m/03g3t0,Zach J.,Washington DC Places,LcNB3Ku1niTAsy0qH-HKT1v9d_odjw,🏛️,museum,visited,Washington DC Places,LcNB3Ku1niTAsy0qH-HKT1v9d_odjw,core,
Solomon R. Guggenheim Museum,"1071 5th Ave, New York, NY 10128, United States",40.7829796,-73.9589706,"Okay art, nice building.",https://www.google.com/maps?ftid=0x89c258a29a5e9e99:0x4a01c8df6fb3cb8,0x89c258a29a5e9e99:0x4a01c8df6fb3cb8,/m/0q9h2,Zach J.,"New York, New York",m7FS_hkzSJJEPgD5o0716tZ4PbE9XQ,🏛️,museum,visited,"New York, New York",m7FS_hkzSJJEPgD5o0716tZ4PbE9XQ,core,
The British Museum,,51.5194133,-0.1269566,,https://www.google.com/maps?ftid=0x48761b323093d307:0x2fb199016d5642a7,0x48761b323093d307:0x2fb199016d5642a7,,Zach J.,London (The British One),Dc1pjbzURxS4lLc15TJmfg,🏛️,museum,visited,London (The British One),Dc1pjbzURxS4lLc15TJmfg,core,
The Cyprus Museum,"Mouseiou 1, Nicosia 1097, Cyprus",35.1717252,33.355716199999996,,https://www.google.com/maps?ftid=0x14de1751bc94bcd9:0x6e455e53737055d9,0x14de1751bc94bcd9:0x6e455e53737055d9,/m/02q6f3d,Zach J.,Cyprus Places,op1yFHMtopjnsWL6BEbTl-cVqS5sDg,🏛️,museum,visited,Cyprus Places,op1yFHMtopjnsWL6BEbTl-cVqS5sDg,core,
The Erawan Museum,"JHHQ+CH, Tambon Bang Muang Mai, Mueang Samut Prakan District, Samut Prakan 10270",13.6294498,100.58936229999999,,https://www.google.com/maps?ftid=0x30e2a132bb51ed2f:0xe04dde8a6e59ef77,0x30e2a132bb51ed2f:0xe04dde8a6e59ef77,/m/02w4f_t,Zach J.,Thailand Places,8ZLYjtP28NdeHaxAFNWuqLewhbemIw,🏛️,museum,visited,Thailand Places,8ZLYjtP28NdeHaxAFNWuqLewhbemIw,core,
The Freakybuttrue Peculiarium and Museum,"2234 NW Thurman St, Portland, OR 97210, United States",45.535409099999995,-122.6975932,"Weird little museum, cute date.",https://www.google.com/maps?ftid=0x549509e4474efa2f:0xcce8ab3bef0a877c,0x549509e4474efa2f:0xcce8ab3bef0a877c,/g/1tf9y3q_,Zach J.,O-re-going Places,uPOFXqj2oXs8EjysOzM2PTCFTrpdog,🏛️,museum,visited,O-re-going Places,uPOFXqj2oXs8EjysOzM2PTCFTrpdog,core,
The Metropolitan Museum of Art,"1000 5th Ave, New York, NY 10028, United States",40.7794366,-73.963244,Okay for some contemporary art and Egypt stuff.,https://www.google.com/maps?ftid=0x89c25896f660c26f:0x3b2fa4f4b6c6a1fa,0x89c25896f660c26f:0x3b2fa4f4b6c6a1fa,/m/09c7b,Zach J.,"New York, New York",m7FS_hkzSJJEPgD5o0716tZ4PbE9XQ,🏛️,museum,visited,"New York, New York",m7FS_hkzSJJEPgD5o0716tZ4PbE9XQ,core,
The Museum of Flight,"Seattle, WA 98108, United States",47.5185379,-122.2968545,THEY HAVE A CONCORDE YOU CAN GO INSIDE!,https://www.google.com/maps?ftid=0x5490423922701547:0x1a492897619baaa,0x5490423922701547:0x1a492897619baaa,/m/02kl80,Zach J.,Washington Places,WfdnMC3zRI3sfjHBnm_HrYeScehYSA,🏛️,museum,visited,Washington Places,WfdnMC3zRI3sfjHBnm_HrYeScehYSA,core,
The Museum of Modern Art,"11 W 53rd St, New York, NY 10019, United States",40.7614327,-73.97762159999999,,https://www.google.com/maps?ftid=0x89c258f97bdb102b:0xea9f8fc0b3ffff55,0x89c258f97bdb102b:0xea9f8fc0b3ffff55,/m/0hhjk,Zach J.,"New York, New York",m7FS_hkzSJJEPgD5o0716tZ4PbE9XQ,🏛️,museum,visited,"New York, New York",m7FS_hkzSJJEPgD5o0716tZ4PbE9XQ,core,
The National Museum in Warsaw,"al. Jerozolimskie 3, 00-495 Warszawa, Poland",52.232117099999996,21.0242024,,https://www.google.com/maps?ftid=0x471eccf77204a52b:0x7226c86268321d2,0x471eccf77204a52b:0x7226c86268321d2,/m/0dn1r7,Zach J.,Poland Places,rJiYI8AwTOeCZ372vYFwILDmTQWZ1w,🏛️,museum,visited,Poland Places,rJiYI8AwTOeCZ372vYFwILDmTQWZ1w,core,
The National WWII Museum,"945 Magazine St, New Orleans, LA 70130, United States",29.943071099999997,-90.07053169999999,,https://www.google.com/maps?ftid=0x8620a676da80ce1d:0x855a6fd37bed266a,0x8620a676da80ce1d:0x855a6fd37bed266a,/m/076w4_,Zach J.,'Murica Road Trip,D0K89-5vgjBHw6XsSCispo4wxNwsVA,🏛️,museum,visited,'Murica Road Trip,D0K89-5vgjBHw6XsSCispo4wxNwsVA,core,
The Neon Museum,,36.1769882,-115.1353374,,https://www.google.com/maps?ftid=0x80c8c30c04199771:0xd95c2a661291ef97,0x80c8c30c04199771:0xd95c2a661291ef97,,Zach J.,Las Vegas & Beyond,s8jsj3Ck0g54qiNSl6LBxHqr130VlA,🏛️,museum,visited,Las Vegas & Beyond,s8jsj3Ck0g54qiNSl6LBxHqr130VlA,core,
The Postal Museum,"15-20 Phoenix Pl, London WC1X 0DA, United Kingdom",51.524762599999995,-0.1138931,Ride a mail train,https://www.google.com/maps?ftid=0x48761b48c0e9d009:0x2c035afa3c3306f0,0x48761b48c0e9d009:0x2c035afa3c3306f0,/m/02qt4cf,Zach J.,London (The British One),Dc1pjbzURxS4lLc15TJmfg,🏛️,museum,visited,London (The British One),Dc1pjbzURxS4lLc15TJmfg,core,
The Sixth Floor Museum at Dealey Plaza,"411 Elm St, Dallas, TX 75202, United States",32.7798188,-96.8084842,,https://www.google.com/maps?ftid=0x864e9915dfc904c1:0xecb4cb43c82b8a8e,0x864e9915dfc904c1:0xecb4cb43c82b8a8e,/m/06cdr9,Zach J.,Texas,1S_gekS-v4RZuZLaRNwLRkv_EUSNYw,🏛️,museum,visited,Texas,1S_gekS-v4RZuZLaRNwLRkv_EUSNYw,core,
"The Viktor Wynd Museum of Curiosities, Fine Art & UnNatural History",,51.534645999999995,-0.057601099999999995,,https://www.google.com/maps?ftid=0x48761cdd474cf4ab:0x112ac614c37c815f,0x48761cdd474cf4ab:0x112ac614c37c815f,,Zach J.,London (The British One),Dc1pjbzURxS4lLc15TJmfg,🏛️,museum,visited,London (The British One),Dc1pjbzURxS4lLc15TJmfg,core,
The Walt Disney Family Museum,"104 Montgomery St, San Francisco, CA 94129, United States",37.801378299999996,-122.45864309999999,,https://www.google.com/maps?ftid=0x808586d82ad9fee5:0x551f9b2e159866f5,0x808586d82ad9fee5:0x551f9b2e159866f5,/m/026pd0n,Zach J.,California Places,aTaCY8tke-6jFT8XQ0SVYBXQZ4k60Q,🏛️,museum,visited,California Places,aTaCY8tke-6jFT8XQ0SVYBXQZ4k60Q,core,
Ukrainian National Chernobyl Museum,"Provulok Khoryva, 1, Kyiv, Ukraine, 02000",50.4663494,30.517449799999998,,https://www.google.com/maps?ftid=0x40d4ce6aad7ae271:0x27ce7e3429075a,0x40d4ce6aad7ae271:0x27ce7e3429075a,/m/04gtyr7,Zach J.,Ukraine Places,rtZlzg3DJ3HuV0pqVKIPqr7kz2er6A,🏛️,museum,visited,Ukraine Places,rtZlzg3DJ3HuV0pqVKIPqr7kz2er6A,core,
Vagina Museum,,51.5303925,-0.056852,,https://www.google.com/maps?ftid=0x48761bf35c59d111:0xda63c1a58b10bb00,0x48761bf35c59d111:0xda63c1a58b10bb00,,Zach J.,London (The British One),Dc1pjbzURxS4lLc15TJmfg,🏛️,museum,visited,London (The British One),Dc1pjbzURxS4lLc15TJmfg,core,
Warsaw Uprising Museum,"Grzybowska 79, 00-844 Warszawa, Poland",52.232393599999995,20.981018499999998,,https://www.google.com/maps?ftid=0x471ecc8339f5a289:0xa98636b63a62c625,0x471ecc8339f5a289:0xa98636b63a62c625,/m/0760nm,Zach J.,Poland Places,rJiYI8AwTOeCZ372vYFwILDmTQWZ1w,🏛️,museum,visited,Poland Places,rJiYI8AwTOeCZ372vYFwILDmTQWZ1w,core,
Akiu Great Falls,,38.2752025,140.6034944,,https://www.google.com/maps?ftid=0x5f8a2d523819b679:0x2df41e841e005a4,0x5f8a2d523819b679:0x2df41e841e005a4,,Zach J.,Japan Places,4MFKvfwkuooLXdFwzLh7bJlLOhg8-A,🌋,nature,visited,Japan Places,4MFKvfwkuooLXdFwzLh7bJlLOhg8-A,core,
Brandywine Falls Provincial Park,,50.0370905,-123.121985,,https://www.google.com/maps?ftid=0x54871990e56b2c59:0xaa506f3d210f1a3b,0x54871990e56b2c59:0xaa506f3d210f1a3b,,Zach J.,BC Places,J-HTPTrrRB2hdSQ_jx2gvA,🌋,nature,visited,BC Places,J-HTPTrrRB2hdSQ_jx2gvA,core,
Canyon Overlook Trailhead Parking Lot,"Hurricane, UT 84737, United States",37.2148138,-112.9395821,,https://www.google.com/maps?ftid=0x80cac3173c5b1319:0xde4110fd49772f5c,0x80cac3173c5b1319:0xde4110fd49772f5c,/g/11txnbxm0s,Zach J.,Utah Places,yxf29Fw1SnujpoH_zKcqAA,🌋,nature,visited,Utah Places,yxf29Fw1SnujpoH_zKcqAA,core,
Donner Hill,"Emigration Canyon Rd, Salt Lake City, UT 84108, United States",40.7516089,-111.8009299,,https://www.google.com/maps?ftid=0x87525e29d7f4a98f:0xcdad3922a7554bb3,0x87525e29d7f4a98f:0xcdad3922a7554bb3,/g/11c7sq423c,Zach J.,Utah Places,yxf29Fw1SnujpoH_zKcqAA,🌋,nature,visited,Utah Places,yxf29Fw1SnujpoH_zKcqAA,core,
Fairyland Point,"Rim Trail, Bryce Canyon City, UT 84764, United States",37.6491417,-112.1473778,,https://www.google.com/maps?ftid=0x873568cbc000baed:0xa2bed1847cdd2009,0x873568cbc000baed:0xa2bed1847cdd2009,/g/1yg4fj5w6,Zach J.,Utah Places,yxf29Fw1SnujpoH_zKcqAA,🌋,nature,visited,Utah Places,yxf29Fw1SnujpoH_zKcqAA,core,
